DiagramURL,MapPath,Map Name,Map Type,Level,Title,Statement Set Name,Statement Name,Statement Links HintText,Text
http://cmtowpnimweb01.ibg.adroot.bmogc.net/NimbusEnterprise/CtrlWebISAPI.dll/?__id=webDiagram.show&map=0%3ABA7A29FA077742A59658897668D2437B&dgm=1C468D7F4EE24F00A795DE338EFF26B8,Global Product Operations (GPO)\Project Delivery & Strategy\Mapping Initiatives\Nimbus COE Processes\02Apui\Draft\LakesideSails_DEMO,LakesideSails_DEMO,Draft,1 Draft Copy,LakesideSails_DEMO,EnablingStatementSet,L2: Communications / L3: Internal Communications / L4: Corporate Enterprise Communications,EnablingStatementSet - 3.2.1. L2: Communications / L3: Internal Communications / L4: Corporate Enterprise Communications,Conduct Pre-Hire Checks
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Stress Testing & Scenario Analysis / L4: Develop & Execute CCAR Stress Tests,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Stress Testing & Scenario Analysis / L4: Provide SME Input and Feedback for Stress Tests,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: AML / L3: Governance, Policies, Controls, and Oversight / L4: Designated Accountability & Oversight / L5: Customer Acceptance in FIU/High Risk Unit",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: AML / L3: Governance, Policies, Controls, and Oversight / L4: Internal Policies, Procedures, and Controls (P&P) / L5: Policy & Procedures Mgmt",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Marketing / L3: Creative Services,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Transactional Risk Activities / L4: Market Risk / L5: Structural Market Risk & Liquidity Risk / L6: Monitor Risk Limits,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Operations, Administrative, and Other Activities / L4: HR IT Strategies / L5: Design the Plan, Solution, or Program",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Portfolio Mgmt / L4: Manage Corporate Insurance Portfolio,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Finance / L3: Intelligence, Data Analytics, and Reporting / L4: Resolution Planning",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Oversee Legal, Reg, and Rep Risk / L4: Rev and Advise on Reg Reqs (New Prods, Chng Initiatives and Mktg Materials) / L5: Rev and Make Recs on Mktg Materials for Comp with Reg Reqs",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: HR / L3: Talent Acquisition / L4: Campus Recruitment,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Finance / L3: Governance, Policies, Controls, and Oversight / L4: Financial Controls & Governance",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Finance / L3: Accounting / L4: Compensation and Commission Accounting,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: HR / L3: Advise & Consult / L4: HR Discipline and Expertise,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Transactional Risk Activities / L4: Credit Risk / L5: Credit Application Review, Assessment, & Decision (incl. New Credits & Annual Reviews)",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Oversee Legal, Regulatory, and Reputational Risk / L4: Oversee Criminal Risk Incident Intake and Analysis",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: AML / L3: Activity & Transaction Monitoring (TM) / L4: Sanctions Screening / L5: Watchlist Automated Screening,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Intelligence, Data Analytics, and Reporting / L4: HR Data Analytics/Information Mgmt / L5: Analyze, Monitor, and Report",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Governance, Policies, Controls, and Oversight / L4: Regulatory, Governance, & Oversight / L5: Provide/Support Data Governance (incl. RDARR)",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Finance / L3: Intelligence, Data Analytics, and Reporting / L4: Referral Reporting",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Operational Risk Mgmt / L4: Execution/Business Group Support / L5: Execute and Manage Process Risk Assessments,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Capital Mgmt / L4: Execute/Oversee Capital Demand Process / L5: Forecast Economic Capital, Expected Loss, Other Metrics",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Intelligence, Data Analytics, and Reporting / L4: Risk Models / L5: Model Validation / L6: Execute Initial and Ongoing Model Validation / L7: Execute Model Validation Activities",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Operations, Administrative, and Other Activities / L4: Enterprise Payroll/Time & Attendance",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: HR / L3: Talent Development & Careers / L4: Workforce Planning,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Oversee Legal, Regulatory, and Reputational Risk / L4: Oversee and Manage Corporate Secretarial Matters",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: HR / L3: Employee Relations,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: HR / L3: Talent Development & Careers / L4: Career Development,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Transactional Risk Activities / L4: Market Risk / L5: Market Risk Valuation (Valuation Product Control) / L6: Execute Model Performance Mgmt for All Val Mods Used by Val Prod Ctrl Grp,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Transactional Risk Activities / L4: Credit Risk / L5: Collections Oversight,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: HR / L3: Rewards / L4: Compensation / L5: Govern and Oversee,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Operations, Administrative, & Other Activities",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Transactional Risk Activities / L4: Market Risk / L5: Counterparty Credit Risk (CCR) / L6: Execute Other Ad Hoc Requirements Related to Oversight & Mgmt of CCR,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: HR / L3: Organization Effectiveness,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Portfolio Mgmt,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Finance / L3: Financial Close,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Oversee Legal, Regulatory, and Reputational Risk / L4: Identify, Assess, and Document Regulatory Compliance Risks",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Operational Risk Mgmt / L4: Execution/Business Group Support / L5: Develop and Manage Operational Risk Key Risk Indicators (KRI),,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Oversee Legal, Regulatory, and Reputational Risk / L4: Oversee and Manage Creation and Maintenance of Legal Entities",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Intelligence, Data Analytics, and Reporting / L4: Risk Reporting & Analytics / L5: Develop Analysis and Commentary for Important Risk Topics (Trends, Emerging Issues, etc.)",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Trans Risk Activities / L4: Credit Risk / L5: Credit App Rev, Assess, & Decision (incl. New Creds & Annl Rev) / L6: Provide Guidance and Feedback to Business",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Intelligence, Data Analytics, and Reporting / L4: HR Data Analytics/Information Mgmt / L5: Set Direction (Goal/Outcomes), Strategy, and Principles",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Oversee Legal, Reg, and Rep Risk / L4: Oversee Legal, Reg, and Rep Risk on Corporate Policies and Procedures / L5: Assess and Analyze Legal, Reg, and Rep Risk",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Governance, Policies, Controls, and Oversight / L4: Oversee and Manage Governance Matters",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Rewards / L4: Compensation / L5: Implement and Execute, incl. Providing Subject Matter Expertise and Consulting with Partners",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Finance / L3: Taxation / L4: Indirect Taxes,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: HR / L3: Talent Planning,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Oversee Legal, Regulatory, and Reputational Risk / L4: Oversee Legal, Regulatory, and Reputational Risk on Regulatory Developments",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Portfolio Mgmt / L4: Replicate Risk Ratings for Quality Control,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Transactional Risk Activities / L4: Market Risk / L5: Value at Risk (VaR) / L6: Review Daily, Weekly, Monthly, Quarterly VaR Results, Address Any Production Issues, Inform Stakeholders",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Intelligence, Data Analytics, and Reporting / L4: Risk Reporting & Analytics / L5: Execute Analytics",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Operations, Administrative & Other Activities / L4: Strategic Initiatives",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Marketing / L3: Customer & Product Marketing / L4: Campaign Mgmt / L5: Campaign Performance,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Finance / L3: Taxation / L4: Transfer Pricing,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: AML / L3: Operations, Administrative, & Other Activities / L4: Executive Oversight",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Finance / L3: Advise & Consult / L4: Business and Strategy Support / L5: Project Financial Mgmt in Clarity,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Finance / L3: Operations, Administrative, & Other Activities",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Intelligence, Data Analytics, and Reporting / L4: Risk Models / L5: Model Validation / L6: Execute Initial and Ongoing Model Validation / L7: Execute Pre-Validation Activities",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: AML / L3: Intelligence, Data Analytics, and Reporting / L4: Mgmt Reporting",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Transactional Risk Activities / L4: Market Risk / L5: Value at Risk (VaR) / L6: Produce VaR to Identify Risk/Limit Issues,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Transactional Risk Activities / L4: Market Risk / L5: Market Risk Oversight - Review, Challenge, and Comment on Risk, P&L / L6: Review & Analyze P&L of Various Businesses",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: AML / L3: Governance, Policies, Controls, and Oversight / L4: Designated Accountability & Oversight / L5: Alert Quality Assurance",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: AML / L3: Intelligence, Data Analytics, and Reporting / L4: AML Risk Analytics / L5: RDIS High Risk Analytics Data Reports",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Operations, Administrative, and Other Activities / L4: Executive Oversight",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: HR / L3: Employee Engagement / L4: Recognition,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Capital Mgmt / L4: Develop & Manage Capital Deman Strategy,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Capital Mgmt / L4: Execute/Oversee Capital Demand Process / L5: Execute Other Capital Demand Activities, as Necessary",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Talent Planning  / L4: Divesity and Inclusion / L5: Analyze, Monitor, and Report",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: AML / L3: Governance, Policies, Controls, and Oversight / L4: Internal Policies, Procedures, and Controls (P&P) / L5: Legislative/Regulatory Mgmt",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: AML / L3: Intelligence, Data Analytics, and Reporting / L4: AML Data & Model Governance / L5: Model Design & Optimization",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Finance / L3: Advise & Consult / L4: Business and Strategy Support / L5: Merger & Acquisition,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Governance, Policies, Controls, and Oversight / L4: Regulatory, Governance, & Oversight",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Intelligence, Data Analytics, and Reporting / L4: HR Data Analytics/Information Mgmt / L5: Implement and Execute, incl. Providing Subject Matter Expertise and Consulting with Partners",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Intelligence, Data Analytics, and Reporting / L4: Risk Models / L5: Model Validation / L6: Excecute/Issue Validation Reports",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Capital Mgmt / L4: Execute/Oversee Capital Demand Process,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: AML / L3: Activity & Transaction Monitoring (TM) / L4: Monitoring Potential Suspicious Activities / L5: Semi-Automatic Transaction Monitoring,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Trans Risk Activities / L4: Credit Risk / L5: Credit App Rev, Assess, & Decision (incl. New Creds & Annl Rev) / L6: Issue Credit Decision",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: AML / L3: Operations, Administrative, & Other Activities / L4: Operational Risk Mgmt",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: HR / L3: HR Support Service / L4: Supplier NIX,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Marketing / L3: Customer & Product Marketing / L4: Campaign Mgmt,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Marketing / L3: Customer & Product Marketing / L4: Customer Marketing / L5: Multi-Channel Customer Mgmt,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Intelligence, Data Analytics, and Reporting / L4: Risk Reporting & Analytics / L5: Produce Reporting for Regulatory Submissions and Requests",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Finance / L3: Corporate Treasury / L4: Securitization,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Operational Risk Mgmt / L4: Business Continuity Mgmt,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: HR / L3: Organization Effectiveness / L4: Organization Design / L5: Govern and Oversee,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Intelligence, Data Analytics, and Reporting / L4: Risk Models / L5: Model Governance",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Finance / L3: Accounting / L4: General Accounting,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Audit / L3: Governance, Policies, Controls, and Oversight",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Operational Risk Mgmt / L4: Execution/Business Group Support / L5: Identify and Manage Operational Risk Events,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Governance, Policies, Controls, and Oversight / L4: Risk Policy, Appetite, Limits & Strtgy / L5: Oversee and Sup Dev of Policies, Frameworks, Guidelines by the 1st Line of Defence",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Transactional Risk Activities / L4: Market Risk / L5: Market Risk Oversight - Review, Challenge, and Comment on Risk, P&L / L6: Review & Advise on Business Transactions",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Marketing,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: AML / L3: Activity & Transaction Monitoring (TM) / L4: Sanctions Screening,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Intelligence, Data Analytics, and Reporting / L4: Risk Models / L5: Model Development - Model Developer Activities / L6: Collect Data and Other Information Required for Development",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Audit / L3: Prepare Audit Plan and Conduct Individual Audits / L4: Conduct Individual Audits (one for each Operating Group) / L5: Conduct Post Audit Follow-Up,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Oversee Legal, Regulatory, and Reputational Risk / L4: Oversee Physical Security",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Marketing / L3: Customer & Product Marketing / L4: Customer Marketing / L5: Multi-Channel Prospect Acquisition,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Transactional Risk Activities / L4: Market Risk / L5: Value at Risk (VaR) / L6: Update Calibration/Risk Factors,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Talent Planning  / L4: Divesity and Inclusion / L5: Set Direction (Goal/Outcomes), Strategy, and Principles",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Finance / L3: Advise & Consult,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Operations, Administrative, and Other Activities / L4: Manage Communications",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Marketing / L3: Execute Events / L4: Execute Public Events,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Transactional Risk Activities / L4: Market Risk / L5: Counterparty Credit Risk (CCR) / L6: Review/Advise on Business Transactions, Proposed Trades",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Transactional Risk Activities / L4: Market Risk / L5: Market Risk Valuation (Valuation Product Control) / L6: Maintain Database of Independent Market Data,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: AML / L3: Operations, Administrative, & Other Activities / L4: Facilities Mgmt",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Finance / L3: Accounting / L4: Insurance Accounting Operations,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Oversee Legal, Reg, and Rep Risk / L4: Oversee and Manage Reg Reqs, Exams, Inquiries, and Enforcement / L5: Assess and Analyze Legal, Reg, and Rep Risk",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,L2: Risk / L3: Transactional Risk Activities / L4: Market Risk / L5: Market Risk Valuation (Valuation Product Control) / L6: Determine Non-GAAP Reserves,,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Intelligence, Data Analytics, and Reporting / L4: Risk Reporting & Analytics / L5: Execute Mgmt Rpt on Systems, Portfolio Performance, Transaction Trends, and Other Risk Topics",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3:  Operations, Administrative, & Other Activities / L4: Training / L5: Develop and Conduct Training for the Business",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Finance / L3: Intelligence, Data Analytics, and Reporting / L4: FTP Reporting & Analytics",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Finance / L3: Governance, Policies, Controls, and Oversight",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Marketing / L3: Intelligence, Data Analytics, and Reporting / L4: Marketing Analytics / L5: Analytical Insights",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: HR / L3: Talent Development & Careers / L4: Learning / L5:  Implement and Execute, incl. Providing Subject Matter Expertise and Consulting with Partners / L6: Provide Learning Consultation",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: Risk / L3: Intelligence, Data Analytics, and Reporting / L4: Risk Models / L5: Model Validation / L6: Project Manage Validation Process",,
,,,,,LakesideSails_DEMO,EnablingStatementSet,"L2: LCCG / L3: Operations, Administrative, and Other Activities / L4: Develop Vision and Strategy",,
